title,authors,code_link
Toward Generalized Image Quality Assessment: Relaxing the Perfect Reference Quality Assumption,Du CHEN · Tianhe Wu · Kede Ma · Lei Zhang,
Accurate Differential Operators for Hybrid Neural Fields,Aditya Chetan · Guandao Yang · Zichen Wang · Steve Marschner · Bharath Hariharan,
DeepCompress-ViT: Rethinking Model Compression to Enhance Efficiency of Vision Transformers at the Edge,Sabbir Ahmed · Abdullah Al Arafat · Deniz Najafi · Akhlak Mahmood · Mamshad Nayeem Rizve · Mohaiminul Al Nahian · RANYANG ZHOU · Shaahin Angizi · Adnan Rakin Rakin,https://github.com/ML-Security-Research-LAB/DeepCompress-ViT
Generating Multimodal Driving Scenes via Next-Scene Prediction,Yanhao Wu · Haoyang Zhang · Tianwei Lin · Alan Huang · Shujie Luo · Rui Wu · Congpei Qiu · Wei Ke · Tong Zhang,
MedUnifier: Unifying Vision-and-Language Pre-training on Medical Data with Vision Generation Task using Discrete Visual Representations,Ziyang Zhang · Yang Yu · Yucheng Chen · Xulei Yang · Si Yong Yeo,
Advancing Manga Analysis: Comprehensive Segmentation Annotations for the Manga109 Dataset,Minshan XIE · Jian Lin · Hanyuan Liu · Chengze Li · Tien-Tsin Wong,
Bootstrap Your Own Views: Masked Ego-Exo Modeling for Fine-grained View-invariant Video Representations,Jungin Park · Jiyoung Lee · Kwanghoon Sohn,
Scenario Dreamer: Vectorized Latent Diffusion for Generating Driving Simulation Environments,Luke Rowe · Roger Girgis · Anthony Gosselin · Liam Paull · Christopher Pal · Felix Heide,
Secret Lies in Color: Enhancing AI-Generated Images Detection with Color Distribution Analysis,Zexi Jia · Chuanwei Huang · Yeshuang Zhu · Hongyan Fei · Xiaoyue Duan · Yuan Zhiqiang · Ying Deng · Jiapei Zhang · Jinchao Zhang · Jie Zhou,
GEN3C: 3D-Informed World-Consistent Video Generation with Precise Camera Control,Xuanchi Ren · Tianchang Shen · Jiahui Huang · Huan Ling · Yifan Lu · Merlin Nimier-David · Thomas Müller · Alexander Keller · Sanja Fidler · Jun Gao,
DPU: Dynamic Prototype Updating for Multimodal Out-of-Distribution Detection,Li Li · Huixian Gong · Hao Dong · Tiankai Yang · Zhengzhong Tu · Yue Zhao,
AKiRa: Augmentation Kit on Rays for Optical Video Generation,Xi Wang · Robin Courant · Marc Christie · Vicky Kalogeiton,
A Universal Scale-Adaptive Deformable Transformer for Image Restoration across Diverse Artifacts,Xuyi He · Yuhui Quan · Ruotao Xu · Hui Ji,
HeatFormer: A Neural Optimizer for Multiview Human Mesh Recovery,Yuto Matsubara · Ko Nishino,
Tokenize Image Patches: Global Context Fusion for Effective Haze Removal in Large Images,Jiuchen Chen · Xinyu Yan · Qizhi Xu · Kaiqi Li,
Masked Point-Entity Contrast for Open-Vocabulary 3D Scene Understanding,Yan Wang · Baoxiong Jia · Ziyu Zhu · Siyuan Huang,
Symmetry Strikes Back: From Single-Image Symmetry Detection to 3D Generation,Xiang Li · Zixuan Huang · Anh Thai · James Rehg,
Proximal Algorithm Unrolling: Flexible and Efficient Reconstruction Networks for Single-Pixel Imaging,Ping Wang · Lishun Wang · Gang Qu · Xiaodong Wang · Yulun Zhang · Xin Yuan,
Data-free Universal Adversarial Perturbation with Pseudo-semantic Prior,Chanhui Lee · Yeonghwan Song · Jeany Son,
Multi-modal Medical Diagnosis via Large-small Model Collaboration,Wanyi Chen · Zihua Zhao · Jiangchao Yao · Ya Zhang · Jiajun Bu · Haishuai Wang,
Cross-modal Information Flow in Multimodal Large Language Models,Zhi Zhang · Srishti Yadav · Fengze Han · Ekaterina Shutova,https://github.com/FightingFighting/cross-modal-information-flow-in-MLLM
Joint Out-of-Distribution Filtering and Data Discovery Active Learning,Sebastian Schmidt · Leonard Schenk · Leo Schwinn · Stephan Günnemann,
Unleashing the Potential of Multi-modal Foundation Models and Video Diffusion for 4D Dynamic Physical Scene Simulation,Zhuoman Liu · Weicai Ye · Yan Luximon · Pengfei Wan · Di ZHANG,
Rethinking Decoder Design: Improving Biomarker Segmentation Using Depth-to-Space Restoration and Residual Linear Attention,Saad Wazir · Daeyoung Kim,https://github.com/saadwazir/MCADS-Decoder
ICE: Intrinsic Concept Extraction from a Single Image via Diffusion Models,Fernando Julio Cendra · Kai Han,
AlignMamba: Enhancing Multimodal Mamba with Local and Global Cross-modal Alignment,Yan Li · Yifei Xing · Xiangyuan Lan · Xin Li · Haifeng Chen · Dongmei Jiang,
Doppelgangers++: Improved Visual Disambiguation with Geometric 3D Features,Yuanbo Xiangli · Ruojin Cai · Hanyu Chen · Jeffrey Byrne · Noah Snavely,
Boosting the Dual-Stream Architecture in Ultra-High Resolution Segmentation with Resolution-Biased Uncertainty Estimation,Rong Qin · Xingyu Liu · Jinglei Shi · Liang Lin · Jufeng Yang,
CAD-Llama: Leveraging Large Language Models for Computer-Aided Design Parametric 3D Model Generation,Jiahao Li · Weijian Ma · Xueyang Li · Yunzhong Lou · Guichun Zhou · Xiangdong Zhou,
HOP: Heterogeneous Topology-based Multimodal Entanglement for Co-Speech Gesture Generation,Hongye Cheng · Tianyu Wang · guangsi shi · Zexing Zhao · Yanwei Fu,
F-LMM: Grounding Frozen Large Multimodal Models,Size Wu · Sheng Jin · Wenwei Zhang · Lumin Xu · Wentao Liu · Wei Li · Chen Change Loy,https://github.com/wusize/F-LMM
Task-aware Cross-modal Feature Refinement Transformer with Large Language Models for Visual Grounding,Wenbo Chen · Zhen Xu · Ruotao Xu · Si Wu · Hau San Wong,
Towards General Visual-Linguistic Face Forgery Detection,Ke Sun · Shen Chen · Taiping Yao · Ziyin Zhou · Jiayi Ji · Xiaoshuai Sun · Chia-Wen Lin · Rongrong Ji,
Exploring Historical Information for RGBE Visual Tracking with Mamba,Chuanyu Sun · Jiqing Zhang · Yang Wang · Huilin Ge · qianchen xia · Baocai Yin · Xin Yang,
Progressive Correspondence Regenerator for Robust 3D Registration,Guiyu Zhao · Sheng Ao · Ye Zhang · Kai Xu · Yulan Guo,
Universal Scene Graph Generation,Shengqiong Wu · Hao Fei · Tat-seng Chua,
Deterministic Certification of Graph Neural Networks against Graph Poisoning Attacks with Arbitrary Perturbations,Jiate Li · Meng Pang · Yun Dong · Binghui Wang,
Visual and Semantic Prompt Collaboration for Generalized Zero-Shot Learning,Huajie Jiang · Zhengxian Li · Xiaohan Yu · Yongli Hu · Baocai Yin · Jian Yang · Yuankai Qi,
Sketchtopia: A Dataset and Foundational Agents for Benchmarking Asynchronous Multimodal Communication with Iconic Feedback,Mohd Hozaifa Khan · Ravi Kiran Sarvadevabhatla,
Simplification Is All You Need against Out-of-Distribution Overconfidence,Keke Tang · Chao Hou · Weilong Peng · Xiang Fang · Zhize Wu · Yongwei Nie · Wenping Wang · Zhihong Tian,
MLVU: Benchmarking Multi-task Long Video Understanding,Junjie Zhou · Yan Shu · Bo Zhao · Boya Wu · Zhengyang Liang · Shitao Xiao · Minghao Qin · Xi Yang · yongping xiong · Bo Zhang · Tiejun Huang · Zheng Liu,https://github.com/JUNJIE99/MLVU
From Slow Bidirectional to Fast Autoregressive Video Diffusion Models,Tianwei Yin · Qiang Zhang · Richard Zhang · William Freeman · Fredo Durand · Eli Shechtman · Xun Huang,
Long Video Diffusion Generation with Segmented Cross-Attention and Content-Rich Video Data Curation,Xin Yan · Yuxuan Cai · Qiuyue Wang · Yuan Zhou · Wenhao Huang · Huan Yang,
Rate-In: Information-Driven Adaptive Dropout Rates for Improved Inference-Time Uncertainty Estimation,Tal Zeevi · Ravid Shwartz-Ziv · Yann LeCun · Lawrence Staib · John A Onofrey,
Sea-ing in Low-light,Nisha Varghese · A. N. Rajagopalan,
Enhancing Creative Generation on Stable Diffusion-based Models,Jiyeon Han · Dahee Kwon · Gayoung Lee · Junho Kim · Jaesik Choi,
DroneSplat: 3D Gaussian Splatting for Robust 3D Reconstruction from In-the-Wild Drone Imagery,Jiadong Tang · Yu Gao · Dianyi Yang · Liqi Yan · Yufeng Yue · Yi Yang,
CADRef: Robust Out-of-Distribution Detection via Class-Aware Decoupled Relative Feature Leveraging,Zhiwei Ling · Yachen Chang · Hailiang Zhao · Xinkui Zhao · Kingsum Chow · Shuiguang Deng,
PIDLoc: Cross-View Pose Optimization Network Inspired by PID Controllers,Wooju Lee · Juhye Park · Dasol Hong · Changki Sung · Youngwoo Seo · DongWan Kang · Hyun Myung,
Adaptive Markup Language Generation for Contextually-Grounded Visual Document Understanding,Han Xiao · yina xie · Guanxin tan · Yinghao Chen · Rui Hu · Ke Wang · Aojun Zhou · Hao Li · Hao Shao · Xudong LU · Peng Gao · Yafei Wen · Xiaoxin Chen · Shuai Ren · Hongsheng Li,
Interleaved-Modal Chain-of-Thought,Jun Gao · Yongqi Li · Ziqiang Cao · Wenjie Li,
Sparse2DGS: Geometry-Prioritized Gaussian Splatting for Surface Reconstruction from Sparse Views,Jiang Wu · Rui Li · Yu Zhu · Rong Guo · Jinqiu Sun · Yanning Zhang,
DriveScape: High-Resolution Driving Video Generation by Multi-View Feature Fusion,Wei Wu · Xi Guo · Weixuan TANG · Tingxuan Huang · Chiyu Wang · Chenjing Ding,
Mitigating Object Hallucinations in Large Vision-Language Models with Assembly of Global and Local Attention,Wenbin An · Feng Tian · Sicong Leng · Jiahao Nie · Haonan Lin · QianYing Wang · Ping Chen · Xiaoqin Zhang · Shijian Lu,
"Vid2Sim: Generalizable, Video-based Reconstruction of Appearance, Geometry and Physics for Mesh-free Simulation",Chuhao Chen · Zhiyang Dou · Chen Wang · Yiming Huang · Anjun Chen · Qiao Feng · Jiatao Gu · Lingjie Liu,
PerLA: Perceptive 3D Language Assistant,Guofeng Mei · Wei Lin · Luigi Riz · Yujiao Wu · Fabio Poiesi · Yiming Wang,
Sketchy Bounding-box Supervision for 3D Instance Segmentation,qian deng · Le Hui · Jin Xie · Jian Yang,
UWAV: Uncertainty-weighted Weakly-supervised Audio-Visual Video Parsing,Yung-Hsuan Lai · Janek Ebbers · Yu-Chiang Frank Wang · François Germain · Michael J. Jones · Moitreya Chatterjee,
GENMANIP: LLM-driven Simulation for Generalizable Instruction-Following Manipulation,Ning Gao · Yilun Chen · Shuai Yang · Xinyi Chen · Yang Tian · Hao Li · Haifeng Huang · Hanqing Wang · Tai Wang · Jiangmiao Pang,
Do We Always Need the Simplicity Bias? Looking for Optimal Inductive Biases in the Wild,Damien Teney · Liangze Jiang · Florin Gogianu · Ehsan Abbasnejad,
MonSter: Marry Monodepth to Stereo Unleashes Power,JunDa Cheng · Longliang Liu · Gangwei Xu · Xianqi Wang · Zhaoxing Zhang · Yong Deng · Jinliang Zang · Yurui Chen · zhipeng cai · Xin Yang,
Galaxy Walker: Geometry-aware VLMs For Galaxy-scale Understanding,Tianyu Chen · Xingcheng Fu · Yisen Gao · Haodong Qian · Yuecen Wei · Kun Yan · Haoyi Zhou · Jianxin Li,
DyMO: Training-Free Diffusion Model Alignment with Dynamic Multi-Objective Scheduling,Xin Xie · Dong Gong,
End-to-End Implicit Neural Representations for Classification,Alexander Gielisse · Jan van Gemert,
Learned Image Compression with Dictionary-based Entropy Model,Jingbo Lu · Leheng Zhang · Xingyu Zhou · Mu Li · Wen Li · Shuhang Gu,
StickMotion: Generating 3D Human Motions by Drawing a Stickman,Tao Wang · Zhihua Wu · Qiaozhi He · Jiaming Chu · Ling Qian · Yu Cheng · Junliang Xing · Jian Zhao · Lei Jin,
Prof. Robot: Differentiable Robot Rendering Without Static and Self-Collisions,Quanyuan Ruan · Jiabao Lei · Wenhao Yuan · Yanglin Zhang · Dekun Lu · Guiliang Liu · Kui Jia,
FSboard: Over 3 Million Characters of ASL Fingerspelling Collected via Smartphones,Manfred Georg · Garrett Tanzer · Esha Uboweja · Saad Hassan · Maximus Shengelia · Sam Sepah · Sean Forbes · Thad Starner,
ASHiTA: Automatic Scene-grounded HIerarchical Task Analysis,Yun Chang · Leonor Fermoselle · Duy Ta · Bernadette Bucher · Luca Carlone · Jiuguang Wang,
MarkushGrapher: Joint Visual and Textual Recognition of Markush Structures,Lucas Morin · Valery Weber · Ahmed Nassar · Gerhard Ingmar Meijer · Luc Van Gool · Yawei Li · Peter W. J. Staar,https://github.com/DS4SD/MarkushGrapher
Consistency-aware Self-Training for Iterative-based Stereo Matching,Jingyi Zhou · Peng Ye · Haoyu Zhang · Jiakang Yuan · Rao Qiang · Liu YangChenXu · Wu Cailin · Feng Xu · Tao Chen,
Blind Bitstream-corrupted Video Recovery via Metadata-guided Diffusion Model,Shuyun Wang · Hu Zhang · Xin Shen · Dadong Wang · Xin Yu,
ReSpec: Relevance and Specificity Grounded Online Filtering for Learning on Video-Text Data Streams,Chris Dongjoo Kim · Jihwan Moon · Sangwoo Moon · Heeseung Yun · Sihaeng Lee · Aniruddha Kembhavi · Soonyoung Lee · Gunhee Kim · Sangho Lee · Christopher Clark,
Skip Tuning: Pre-trained Vision-Language Models are Effective and Efficient Adapters Themselves,Shihan Wu · Ji Zhang · Pengpeng Zeng · Lianli Gao · Jingkuan Song · Heng Tao Shen,https://github.com/Koorye/SkipTuning
AutoURDF: Unsupervised Robot Modeling from Point Cloud Frames Using Cluster Registration,Jiong Lin · Lechen Zhang · Kwansoo Lee · Jialong Ning · Judah A Goldfeder · Hod Lipson,
Adversarial Domain Prompt Tuning and Generation for Single Domain Generalization,Zhipeng Xu · De Cheng · XINYANG JIANG · Nannan Wang · Dongsheng Li · Xinbo Gao,
Full-DoF Egomotion Estimation for Event Cameras Using Geometric Solvers,Ji Zhao · Banglei Guan · Zibin Liu · Laurent Kneip,https://github.com/jizhaox/relpose-event
Camera Resection from Known Line Pencils and a Radially Distorted Scanline,Juan Carlos Dibene Simental · Enrique Dunn,
ShowMak3r: Compositional TV Show Reconstruction,Sangmin Kim · Seunguk Do · Jaesik Park,
Collaborative Decoding Makes Visual Auto-Regressive Modeling Efficient,Zigeng Chen · Xinyin Ma · Gongfan Fang · Xinchao Wang,
TopoCellGen: Generating Histopathology Cell Topology with a Diffusion Model,Meilong Xu · Saumya Gupta · Xiaoling Hu · Chen Li · Shahira Abousamra · Dimitris Samaras · Prateek Prasanna · Chao Chen,https://github.com/Melon-Xu/TopoCellGen
InPO: Inversion Preference Optimization with Reparametrized DDIM for Efficient Diffusion Model Alignment,Yunhong Lu · Qichao Wang · Hengyuan Cao · Xierui Wang · Xiaoyin Xu · Min Zhang,
"Reconstructing People, Places, and Cameras",Lea Müller · Hongsuk Choi · Anthony Zhang · Brent Yi · Jitendra Malik · Angjoo Kanazawa,
PERSE: Personalized 3D Generative Avatars from A Single Portrait,Hyunsoo Cha · Inhee Lee · Hanbyul Joo,
Enhancing Diversity for Data-free Quantization,Kai Zhao · zhihao zhuang · Miao Zhang · Chenjuan Guo · Yang Shu · Bin Yang,
Semantic and Sequential Alignment for Referring Video Object Segmentation,Feiyu Pan · Hao Fang · Fangkai Li · Yanyu Xu · Yawei Li · Luca Benini · Xiankai Lu,
D^3CTTA: Domain-Dependent Decorrelation for Continual Test-Time Adaption of 3D LiDAR Segmentation,Jichun Zhao · Haiyong Jiang · Haoxuan Song · Jun Xiao · Dong Gong,
Navigation World Models,Amir Bar · Gaoyue Zhou · Danny Tran · Trevor Darrell · Yann LeCun,
Towards Explainable and Unprecedented Accuracy in Matching Challenging Finger Crease Patterns,Zhenyu Zhou · Chengdong Dong · Ajay Kumar,
DrivingSphere: Building a High-fidelity 4D World for Closed-loop Simulation,Tianyi Yan · Dongming Wu · Wencheng Han · Junpeng Jiang · xia zhou · Kun Zhan · Cheng-Zhong Xu · Jianbing Shen,
Any-Resolution AI-Generated Image Detection by Spectral Learning,Dimitrios Karageorgiou · Symeon Papadopoulos · Ioannis Kompatsiaris · Efstratios Gavves,
HiLoTs: High-Low Temporal Sensitive Representation Learning for Semi-Supervised LiDAR Segmentation in Autonomous Driving,R.D. Lin · Pengcheng Weng · Yinqiao Wang · Han Ding · Jinsong Han · Fei Wang,
Beyond Words: Augmenting Discriminative Richness via Diffusions in Unsupervised Prompt Learning,Hairui Ren · Fan Tang · He Zhao · Zixuan Wang · Dandan Guo · Yi Chang,
HD-EPIC: A Highly-Detailed Egocentric Video Dataset,Toby Perrett · Ahmad Darkhalil · Saptarshi Sinha · Omar Emara · Sam Pollard · Kranti Kumar Parida · Kaiting Liu · Prajwal Gatti · Siddhant Bansal · Kevin Flanagan · Jacob Chalk · Zhifan Zhu · Rhodri Guerrier · Fahd Abdelazim · Bin Zhu · Davide Moltisanti · Michael Wray · Hazel Doughty · Dima Damen,
AdaDARE-gamma: Balancing Stability and Plasticity in Multi-modal LLMs through Efficient Adaptation,Jingyi Xie · Jintao Yang · Zhunchen Luo · Yunbo Cao · Qiang Gao · Mengyuan Zhang · Wenpeng Hu,
MonoInstance: Enhancing Monocular Priors via Multi-view Instance Alignment for Neural Rendering and Reconstruction,Wenyuan Zhang · Yixiao Yang · Han Huang · Liang Han · Kanle Shi · Yu-Shen Liu · Zhizhong Han,
3D Prior Is All You Need: Cross-Task Few-shot 2D Gaze Estimation,Yihua Cheng · Hengfei Wang · Zhongqun Zhang · Yang Yue · Boeun Kim · Feng Lu · Hyung Jin Chang,
FlowRAM: Grounding Flow Matching Policy with Region-Aware Mamba Framework for Robotic Manipulation,Sen Wang · Le Wang · Sanping Zhou · Jingyi Tian · lijiayi · Haowen Sun · Wei Tang,
Adaptive Rectangular Convolution for Remote Sensing Pansharpening,Xueyang Wang · Zhixin Zheng · Jiandong Shao · Yule Duan · Liang-Jian Deng,https://github.com/WangXueyang-uestc/ARConv
A Simple yet Effective Layout Token in Large Language Models for Document Understanding,Zhaoqing Zhu · Chuwei Luo · Zirui Shao · Feiyu Gao · Hangdi Xing · Qi Zheng · Ji Zhang,
DocLayLLM: An Efficient Multi-modal Extension of Large Language Models for Text-rich Document Understanding,Wenhui Liao · Jiapeng Wang · Hongliang Li · Chengyu Wang · Jun Huang · Lianwen Jin,
ACE: Anti-Editing Concept Erasure in Text-to-Image Models,Zihao Wang · Yuxiang Wei · Fan Li · Renjing Pei · Hang Xu · Wangmeng Zuo,https://github.com/120L020904/ACE
DiffVsgg: Diffusion-Driven Online Video Scene Graph Generation,Mu Chen · Liulei Li · Wenguan Wang · Yi Yang,
Where's the Liability in the Generative Era? Recovery-based Black-Box Detection of AI-Generated Content,Haoyue Bai · Yiyou Sun · Wei Cheng · Haifeng Chen,
Take the Bull by the Horns: Learning to Segment Hard Samples,Yuan Guo · Jingyu Kong · Yu Wang · Yuping Duan,
FSHNet: Fully Sparse Hybrid Network for 3D Object Detection,Shuai Liu · Mingyue Cui · Boyang Li · Quanmin Liang · Tinghe Hong · Kai Huang · yunxiao shan · Kai Huang,
Handling Spatial-Temporal Data Heterogeneity for Federated Continual Learning via Tail Anchor,Hao Yu · Xin Yang · Le Zhang · Hanlin Gu · Tianrui Li · Lixin Fan · Qiang Yang,
Understanding Multi-Task Activities from Single-Task Videos,Yuhan Shen · Ehsan Elhamifar,
CoMapGS: Covisibility Map-based Gaussian Splatting for Sparse Novel View Synthesis,Youngkyoon Jang · Eduardo Pérez-Pellitero,
DoF-Gaussian: Controllable Depth-of-Field for 3D Gaussian Splatting,Liao Shen · Tianqi Liu · Huiqiang Sun · Jiaqi Li · Zhiguo Cao · Wei Li · Chen Change Loy,
Image Generation Diversity Issues and How to Tame Them,Mischa Dombrowski · Weitong Zhang · Hadrien Reynaud · Sarah Cechnicka · Bernhard Kainz,https://github.com/MischaD/BeyondFID
Learning Partonomic 3D Reconstruction from Image Collections,Xiaoqian Ruan · Pei Yu · Dian Jia · Hyeonjeong Park · Peixi Xiong · Wei Tang,
DIFFER: Disentangling Identity Features via Semantic Cues for Clothes-Changing Person Re-ID,Xin Liang · Yogesh S. Rawat,
Learning Occlusion-Robust Vision Transformers for Real-Time UAV Tracking,You Wu · Xucheng Wang · Xiangyang Yang · Mengyuan Liu · Dan Zeng · Hengzhou Ye · Shuiwang Li,https://github.com/wuyou3474/ORTrack
Dense Match Summarization for Faster Two-view Estimation,Jonathan Astermark · Anders Heyden · Viktor Larsson,
VSNet: Focusing on the Linguistic Characteristics of Sign Language,Yuhao Li · Xinyue Chen · Hongkai Li · Xiaorong Pu · Peng Jin · Yazhou Ren,
LOD-GS: Achieving Levels of Detail using Scalable Gaussian Soup,Jianxiong Shen · Yue Qian · Xiaohang Zhan,
Few-shot Implicit Function Generation via Equivariance,Suizhi Huang · Xingyi Yang · Hongtao Lu · Xinchao Wang,
GroomLight: Hybrid Inverse Rendering for Relightable Human Hair Appearance Modeling,Yang Zheng · Menglei Chai · Delio Vicini · Yuxiao Zhou · Yinghao Xu · Leonidas Guibas · Gordon Wetzstein · Thabo Beeler,
Reducing Class-wise Confusion for Incremental Learning with Disentangled Manifolds,Huitong Chen · Yu Wang · Yan Fan · Guosong Jiang · Qinghua Hu,
SemiETS: Integrating Spatial and Content Consistencies for Semi-Supervised End-to-end Text Spotting,Dongliang Luo · Hanshen Zhu · Ziyang Zhang · Dingkang Liang · Xudong Xie · Yuliang Liu · Xiang Bai,
Dynamic Neural Surfaces for Elastic 4D Shape Representation and Analysis,Awais Nizamani · Hamid Laga · Guanjin Wang · Farid Boussaid · Mohammed Bennamoun · Anuj Srivastava,
Movie Weaver: Tuning-Free Multi-Concept Video Personalization with Anchored Prompts,Feng Liang · Haoyu Ma · Zecheng He · Tingbo Hou · Ji Hou · Kunpeng Li · Xiaoliang Dai · Felix Juefei-Xu · Samaneh Azadi · Animesh Sinha · Peizhao Zhang · Peter Vajda · Diana Marculescu,
FactCheXcker: Mitigating Measurement Hallucinations in Chest X-ray Report Generation Models,Alice Heiman · Xiaoman Zhang · Emma Chen · Sung Eun Kim · Pranav Rajpurkar,
Accurate Scene Text Recognition with Efficient Model Scaling and Cloze Self-Distillation,Andrea Maracani · Savas Ozkan · Sijun Cho · Hyo-Won Kim · Eunchung Noh · Jeongwon Min · Cho Jung Min · Dookun Park · Mete Ozay,
Unsupervised Foundation Model-Agnostic Slide-Level Representation Learning,Tim Lenz · Peter Neidlinger · Marta Ligero · Georg Wölflein · Marko van Treeck · Jakob Nikolas Kather,https://github.com/KatherLab/COBRA
Go-with-the-Flow: Motion-Controllable Video Diffusion Models Using Real-Time Warped Noise,Ryan Burgert · Yuancheng Xu · Wenqi Xian · Oliver Pilarski · Pascal Clausen · Mingming He · Li Ma · Yitong Deng · Lingxiao Li · Mohsen Mousavi · Michael Ryoo · Paul Debevec · Ning Yu,
Probabilistic Prompt Distribution Learning for Animal Pose Estimation,Jiyong Rao · Brian Nlong Zhao · Yu Wang,
BioX-CPath: Biologically-driven Explainable Diagnostics for Multistain IHC Computational Pathology,Amaya Gallagher-Syed · Henry Senior · Omnia Alwazzan · Elena Pontarini · Michele Bombardieri · Costantino Pitzalis · Myles J. Lewis · Michael R Barnes · Luca Rossi · Greg Slabaugh,https://github.com/AmayaGS/BioX-CPath
Free-viewpoint Human Animation with Pose-correlated Reference Selection,Fa-Ting Hong · Zhan Xu · Haiyang Liu · Qinjie Lin · Luchuan Song · ZHIXIN SHU · Yang Zhou · Duygu Ceylan · Dan Xu,
BACON: Improving Clarity of Image Captions via Bag-of-Concept Graphs,Zhantao Yang · Ruili Feng · Keyu Yan · Huangji Wang · Zhicai Wang · Shangwen Zhu · Han Zhang · Jie Xiao · Pingyu Wu · Kai Zhu · Jixuan Chen · Chen-Wei Xie · Yue Yang · Hongyang Zhang · Yu Liu · Fan Cheng,
Improved Monocular Depth Prediction Using Distance Transform Over Pre-semantic Contours with Self-supervised Neural Networks,Marwane Hariat · Antoine Manzanera · David Filliat,
SF2T: Self-supervised Fragment Finetuning of Video-LLMs for Fine-Grained Understanding,Yangliu Hu · Zikai Song · Na Feng · Yawei Luo · Junqing Yu · Yi-Ping Phoebe Chen · Wei Yang,
VERA: Explainable Video Anomaly Detection via Verbalized Learning of Vision-Language Models,Muchao Ye · Weiyang Liu · Pan He,
ODHSR: Online Dense 3D Reconstruction of Humans and Scenes from Monocular Videos,Zetong Zhang · Manuel Kaufmann · Lixin Xue · Jie Song · Martin R. Oswald,
SketchVideo: Sketch-based Video Generation and Editing,Feng-Lin Liu · Hongbo Fu · Xintao Wang · Weicai Ye · Pengfei Wan · Di ZHANG · Lin Gao,
DriveGPT4-V2: Harnessing Large Language Model Capabilities for Enhanced Closed-Loop Autonomous Driving,Zhenhua Xu · Yan Bai · Yujia Zhang · Zhuoling Li · Fei Xia · Kwan-Yee K. Wong · Jianqiang Wang · Hengshuang Zhao,
Detect Any Mirrors: Boosting Learning Reliability on Large-Scale Unlabeled Data with an Iterative Data Engine,Zhaohu Xing · Lihao Liu · Yijun Yang · Hongqiu Wang · Tian Ye · Sixiang Chen · Wenxue Li · Guang Liu · Lei Zhu,
Boltzmann Attention Sampling for Image Analysis with Small Objects,Theodore Zhao · Sid Kiblawi · Mu Wei · Ho Hin Lee · J. Samuel Preston · Naoto Usuyama · Hoifung Poon,https://github.com/microsoft/BoltzFormer
Concept Replacer: Replacing Sensitive Concepts in Diffusion Models via Precision Localization,lingyun zhang · Yu Xie · Yanwei Fu · Ping Chen,
Every SAM Drop Counts: Embracing Semantic Priors for Multi-Modality Image Fusion and Beyond,Guanyao Wu · Haoyu Liu · Hongming Fu · Yichuan Peng · Jinyuan Liu · Xin Fan · Risheng Liu,
Animate and Sound an Image,Xihua Wang · Ruihua Song · Chongxuan Li · Xin Cheng · Boyuan Li · Yihan Wu · Yuyue Wang · Hongteng Xu · Yunfeng Wang,
Spherical Manifold Guided Diffusion Model for Panoramic Image Generation,Xiancheng Sun · Mai Xu · Shengxi Li · Senmao Ma · Xin Deng · Lai Jiang · Shen gang,
A Focused Human Body Model for Accurate Anthropometric Measurements Extraction,Shuhang Chen · Xianliang Huang · Zhizhou Zhong · Jihong Guan · Shuigeng Zhou,
Exposure-slot: Exposure-centric Representations Learning with Slot-in-Slot Attention for Region-aware Exposure Correction,Donggoo Jung · DAEHYUN KIM · Guanghui Wang · Tae Hyun Kim,https://github.com/kdhRick2222/Exposure-slot
One-Minute Video Generation with Test-Time Training,Jiarui Xu · Shihao Han · Karan Dalal · Daniel Koceja · Yue Zhao · Ka Chun Cheung · Yejin Choi · Jan Kautz · Yu Sun · Xiaolong Wang,
Video-Panda: Parameter-efficient Alignment for Encoder-free Video-Language Models,Jinhui Yi · Syed Talal Wasim · Yanan Luo · Muzammal Naseer · Jürgen Gall,
Inversion Circle Interpolation: Diffusion-based Image Augmentation for Data-scarce Classification,Yanghao Wang · Long Chen,
Scaling Mesh Generation via Compressive Tokenization,Haohan Weng · Zibo Zhao · Biwen Lei · Xianghui Yang · Jian Liu · Zeqiang Lai · Zhuo Chen · Liu Yuhong · Jie Jiang · Chunchao Guo · Tong Zhang · Shenghua Gao · C.L.Philip Chen,
LidarGait++: Learning Local Features and Size Awareness from LiDAR Point Clouds for 3D Gait Recognition,Chuanfu Shen · Rui Wang · Lixin Duan · Shiqi Yu,
PS-EIP: Robust Photometric Stereo Based on Event Interval Profile,Kazuma Kitazawa · Takahito Aoto · Satoshi Ikehata · Tsuyoshi Takatani,
Volume Tells: Dual Cycle-Consistent Diffusion for 3D Fluorescence Microscopy De-noising and Super-Resolution,ZELIN LI · Chenwei Wang · Zhaoke Huang · Centre for Intelligent Multidimensional Data Analysis · Hong Kong Baptist University · Hong Kong Baptist University · Hong Kong Baptist University,
CoE: Chain-of-Explanation via Automatic Visual Concept Circuit Description and Polysemanticity Quantification,wenlong yu · Qilong Wang · Chuang Liu · Dong Li · Qinghua Hu,
CleanDIFT: Diffusion Features without Noise,Nick Stracke · Stefan Andreas Baumann · Kolja Bauer · Frank Fundel · Björn Ommer,
